STATUSMOVEMENTID,SUBSCRIPTIONID,STATUSID,MOVEMENTDATE
96933108,9863,2,31-01-2024 11:55
93658023,9863,3,31-01-2024 12:00
23332432,9863,0,31-01-2024 12:03
87625883,9863,1,31-01-2024 12:06
21603840,9863,2,31-01-2024 12:07
28591810,9863,3,31-01-2024 12:08
99171181,8194,1,21-03-2024 15:07
18751544,8194,2,21-03-2024 15:09
47931749,8194,3,21-03-2024 15:12
60101564,8194,0,21-03-2024 15:14
82826267,8194,2,21-03-2024 15:19
29089884,8194,3,21-03-2024 15:23
76261893,8194,4,21-03-2024 15:28
52552340,6943,0,25-02-2024 11:51
23940493,6943,0,25-02-2024 12:01
72833034,4173,0,09-04-2024 14:59
58197290,9445,0,16-03-2024 21:47
39720520,6652,1,25-02-2024 20:27
64188764,6652,0,25-02-2024 20:36
27307427,3828,0,07-03-2024 12:16
58408834,3828,0,07-03-2024 12:23
79968926,2978,0,17-02-2024 13:56
23600996,6606,1,24-01-2024 17:21
45381794,6606,2,24-01-2024 17:22
24433466,6606,3,24-01-2024 17:23
24145638,6606,0,24-01-2024 17:27
68800013,6606,2,24-01-2024 17:31
87505532,6606,3,24-01-2024 17:36
14614730,2092,1,05-03-2024 13:39
93443894,2092,2,05-03-2024 13:40
75050866,2092,0,05-03-2024 13:42
25665447,2092,2,05-03-2024 13:47
80397623,5632,0,23-01-2024 12:48
86903340,5632,0,23-01-2024 12:58
49545464,5656,1,14-01-2024 14:33
13126150,5656,2,14-01-2024 14:36
87658015,5656,0,14-01-2024 14:46
51754434,5656,2,14-01-2024 14:47
79386590,5656,0,14-01-2024 14:55
67469564,5656,1,14-01-2024 15:00
58355354,5656,2,14-01-2024 15:01
87298105,5222,1,01-04-2024 21:18
42769169,5222,2,01-04-2024 21:20
67380466,5222,3,01-04-2024 21:23
11378143,5222,0,01-04-2024 21:27
14984050,5222,2,01-04-2024 21:32
92967418,5222,3,01-04-2024 21:36
37865347,4145,0,01-04-2024 16:34
49117677,5557,0,05-04-2024 17:06
72969545,8580,0,07-02-2024 20:23
27135310,8580,0,07-02-2024 20:32
80897961,1648,1,20-03-2024 11:32
64093773,1648,2,20-03-2024 11:33
78204240,1648,3,20-03-2024 11:36
84835359,1648,4,20-03-2024 11:38
38838134,1648,0,20-03-2024 11:43
92284568,1648,2,20-03-2024 11:46
58061858,1648,3,20-03-2024 11:50
85551722,1648,0,20-03-2024 11:53
36825338,1648,1,20-03-2024 11:58
24457242,1648,2,20-03-2024 12:03
94571747,1648,3,20-03-2024 12:06
38478479,1648,4,20-03-2024 12:10
13100402,1648,5,20-03-2024 12:14
95851247,1475,1,04-01-2024 21:34
92628361,1475,0,04-01-2024 21:44
42194596,1643,1,17-01-2024 19:47
74592338,1643,2,17-01-2024 19:50
85368259,1643,3,17-01-2024 19:52
12374618,1643,4,17-01-2024 19:53
39662633,1643,0,17-01-2024 19:58
32895498,1643,2,17-01-2024 20:03
69818020,1643,3,17-01-2024 20:04
23047405,1643,0,17-01-2024 20:07
41380346,1643,1,17-01-2024 20:11
22619679,1643,2,17-01-2024 20:12
36819162,1643,3,17-01-2024 20:13
88913483,1643,4,17-01-2024 20:17
14902855,8152,1,06-01-2024 20:10
99247354,8152,2,06-01-2024 20:11
40020514,8152,3,06-01-2024 20:16
23014178,8152,4,06-01-2024 20:19
92992046,8152,0,06-01-2024 20:22
20914636,8152,2,06-01-2024 20:24
45860694,8152,3,06-01-2024 20:28
71596671,8152,0,06-01-2024 20:33
77335483,8152,1,06-01-2024 20:36
88704891,8152,2,06-01-2024 20:40
34960764,8152,3,06-01-2024 20:43
51753381,8152,4,06-01-2024 20:47
69721035,3566,1,14-03-2024 17:04
16800894,3566,2,14-03-2024 17:09
24196103,3566,3,14-03-2024 17:14
56245547,3566,4,14-03-2024 17:16
68282575,3566,0,14-03-2024 17:17
51322723,3566,2,14-03-2024 17:21
39722141,3566,3,14-03-2024 17:24
68838581,3566,0,14-03-2024 17:25
27126236,3566,1,14-03-2024 17:28
78164028,3566,2,14-03-2024 17:32
73305444,3566,3,14-03-2024 17:35
60361683,3566,4,14-03-2024 17:40
84842663,3566,5,14-03-2024 17:44
62904174,7903,1,18-01-2024 11:11
83458174,7903,2,18-01-2024 11:16
17232962,7903,3,18-01-2024 11:21
20191865,7903,0,18-01-2024 11:22
77604248,7903,2,18-01-2024 11:26
52915012,7903,3,18-01-2024 11:28
12092012,7903,4,18-01-2024 11:33
65149106,4607,1,14-02-2024 10:28
85048764,4607,0,14-02-2024 10:39
53585752,2811,1,15-02-2024 19:43
30618895,2811,2,15-02-2024 19:45
97495229,2811,0,15-02-2024 19:50
16721084,2811,2,15-02-2024 19:55
66233966,6986,0,18-03-2024 13:45
70365607,3795,1,10-01-2024 21:23
39182872,3795,2,10-01-2024 21:24
54421203,3795,3,10-01-2024 21:28
75436214,3795,0,10-01-2024 21:33
24928485,3795,2,10-01-2024 21:35
24255294,3795,3,10-01-2024 21:38
56327952,2071,1,06-03-2024 17:03
54524716,2071,0,06-03-2024 17:16
49375674,2071,0,06-03-2024 17:23
57351339,2071,1,06-03-2024 17:24
78747513,7896,1,17-02-2024 12:37
20355678,7896,0,17-02-2024 12:45
78162079,7055,1,02-01-2024 18:52
38041145,7055,2,02-01-2024 18:57
22911067,7055,3,02-01-2024 18:59
20267009,7055,0,02-01-2024 19:00
46400771,7055,2,02-01-2024 19:03
78269641,7055,3,02-01-2024 19:05
12751499,1112,1,05-04-2024 20:18
75561079,1112,2,05-04-2024 20:19
53390517,1112,0,05-04-2024 20:27
22721936,1112,2,05-04-2024 20:32
23552168,8695,1,09-02-2024 21:04
38899524,8695,0,09-02-2024 21:15
64319183,8695,0,09-02-2024 21:21
40786822,8695,1,09-02-2024 21:22
95761657,1914,1,07-02-2024 10:36
77532600,1914,2,07-02-2024 10:39
38001607,1914,3,07-02-2024 10:40
91645547,1914,4,07-02-2024 10:44
51784337,1914,0,07-02-2024 10:45
99914052,1914,2,07-02-2024 10:46
39105064,1914,3,07-02-2024 10:47
20689691,1914,0,07-02-2024 10:52
15307069,1914,1,07-02-2024 10:55
43730119,1914,2,07-02-2024 10:57
20468013,1914,3,07-02-2024 10:59
19434549,1914,4,07-02-2024 11:02
30594794,5093,1,15-02-2024 19:51
36157346,5093,0,15-02-2024 20:06
77426254,5093,0,15-02-2024 20:19
29667620,5093,1,15-02-2024 20:23
55374672,9432,0,29-02-2024 11:20
77039293,9432,0,29-02-2024 11:33
94664258,9451,0,02-03-2024 14:16
33126342,8550,1,30-01-2024 13:39
80165780,8550,2,30-01-2024 13:44
56178254,8550,3,30-01-2024 13:46
78569662,8550,0,30-01-2024 13:50
13648184,8550,2,30-01-2024 13:55
37275853,8550,3,30-01-2024 14:00
68705702,4496,1,21-03-2024 17:01
89143749,4496,2,21-03-2024 17:04
84021038,4496,3,21-03-2024 17:05
39557980,4496,4,21-03-2024 17:06
57424695,4496,0,21-03-2024 17:07
32419067,4496,2,21-03-2024 17:11
27925469,4496,3,21-03-2024 17:15
66606085,4496,0,21-03-2024 17:18
65150104,4496,1,21-03-2024 17:22
27020116,4496,2,21-03-2024 17:23
49448810,4496,3,21-03-2024 17:24
44720581,4496,4,21-03-2024 17:28
13700168,6946,1,09-02-2024 13:45
96883245,6946,2,09-02-2024 13:48
94730478,6946,3,09-02-2024 13:53
88716440,6946,4,09-02-2024 13:55
63297785,6946,0,09-02-2024 13:56
45145404,6946,2,09-02-2024 13:58
40438145,6946,3,09-02-2024 14:00
63728861,6946,0,09-02-2024 14:05
74661738,6946,1,09-02-2024 14:09
68585744,6946,2,09-02-2024 14:12
62564105,6946,3,09-02-2024 14:15
15632337,6946,4,09-02-2024 14:17
69774342,2675,1,11-01-2024 19:42
89048474,2675,2,11-01-2024 19:46
54482430,2675,3,11-01-2024 19:51
31919005,2675,4,11-01-2024 19:54
69398810,2675,0,11-01-2024 19:59
54615999,2675,2,11-01-2024 20:03
44937244,2675,3,11-01-2024 20:06
79450623,2675,0,11-01-2024 20:09
73533558,2675,1,11-01-2024 20:10
89131553,2675,2,11-01-2024 20:15
77500612,2675,3,11-01-2024 20:18
74537028,2675,4,11-01-2024 20:20
80460749,1145,0,10-01-2024 17:22
92384151,1697,1,08-03-2024 14:30
54775750,1697,2,08-03-2024 14:32
86562439,1697,3,08-03-2024 14:37
40553597,1697,0,08-03-2024 14:42
48984118,1697,2,08-03-2024 14:46
32719085,1697,3,08-03-2024 14:49
53803930,1697,4,08-03-2024 14:54
79193139,1697,5,08-03-2024 14:56
73897660,6492,1,21-01-2024 15:45
55644933,6492,2,21-01-2024 15:50
96422900,6492,3,21-01-2024 15:53
19405331,6492,0,21-01-2024 15:56
57202421,6492,2,21-01-2024 15:59
85659656,6492,3,21-01-2024 16:01
65222702,9191,0,08-02-2024 12:01
38867236,2880,1,01-01-2024 14:30
96153426,2880,2,01-01-2024 14:31
65971489,2880,3,01-01-2024 14:33
39654890,2880,0,01-01-2024 14:38
40920761,2880,2,01-01-2024 14:39
52942213,2880,3,01-01-2024 14:40
90039055,2880,4,01-01-2024 14:45
75509110,2880,5,01-01-2024 14:46
17254070,8053,1,02-01-2024 10:41
18539906,8053,2,02-01-2024 10:46
48901659,8053,3,02-01-2024 10:50
67271949,8053,4,02-01-2024 10:53
32996875,8053,0,02-01-2024 10:58
70595523,8053,2,02-01-2024 10:59
22273053,8053,3,02-01-2024 11:01
69931089,8053,0,02-01-2024 11:06
25776697,8053,1,02-01-2024 11:08
61526345,8053,2,02-01-2024 11:13
59799139,8053,3,02-01-2024 11:17
41899030,8053,4,02-01-2024 11:18
28534308,6424,1,10-02-2024 19:11
79007565,6424,2,10-02-2024 19:16
61056236,6424,0,10-02-2024 19:18
81790002,6424,2,10-02-2024 19:22
67811497,4844,0,14-03-2024 12:52
72954731,4844,0,14-03-2024 13:04
67297723,2083,0,07-03-2024 11:02
93985342,3344,1,07-03-2024 11:44
17095666,3344,2,07-03-2024 11:45
15517972,3344,0,07-03-2024 11:52
40152424,3344,2,07-03-2024 11:56
23281033,4309,1,02-04-2024 18:06
36487277,4309,0,02-04-2024 18:15
82781101,8696,1,31-03-2024 20:53
72630650,8696,0,31-03-2024 21:05
33681574,1157,0,24-01-2024 21:02
44116289,1157,0,24-01-2024 21:10
37697587,9226,1,25-03-2024 12:54
99560927,9226,2,25-03-2024 12:56
11465682,9226,3,25-03-2024 13:01
98174532,9226,4,25-03-2024 13:03
58029003,9226,0,25-03-2024 13:04
94170031,9226,2,25-03-2024 13:08
15545711,9226,3,25-03-2024 13:09
82674369,9226,0,25-03-2024 13:11
17138071,9226,1,25-03-2024 13:16
41002301,9226,2,25-03-2024 13:18
25530935,9226,3,25-03-2024 13:23
86626260,9226,4,25-03-2024 13:27
84246230,9991,1,27-02-2024 21:43
94184886,9991,2,27-02-2024 21:45
29159395,9991,3,27-02-2024 21:50
47828568,9991,0,27-02-2024 21:52
84734973,9991,2,27-02-2024 21:56
35849454,9991,3,27-02-2024 21:59
62923647,9991,4,27-02-2024 22:04
97476020,9752,1,11-02-2024 12:28
91980492,9752,2,11-02-2024 12:33
11859527,9752,3,11-02-2024 12:37
81306765,9752,0,11-02-2024 12:39
91892936,9752,2,11-02-2024 12:40
81072456,9752,3,11-02-2024 12:41
65321276,9752,4,11-02-2024 12:43
14381188,9752,5,11-02-2024 12:45
46599906,9212,0,26-03-2024 12:46
86185623,9212,0,26-03-2024 12:57
29157348,7112,1,21-03-2024 17:09
30101312,7112,2,21-03-2024 17:11
44809372,7112,3,21-03-2024 17:15
87425702,7112,0,21-03-2024 17:17
48365318,7112,2,21-03-2024 17:19
30711045,7112,3,21-03-2024 17:20
26571375,7112,4,21-03-2024 17:21
71871870,3855,1,05-04-2024 13:12
76679628,3855,2,05-04-2024 13:14
84370931,3855,0,05-04-2024 13:23
41109080,3855,2,05-04-2024 13:28
49355027,3855,0,05-04-2024 13:33
61103005,3855,1,05-04-2024 13:35
20695682,3855,2,05-04-2024 13:39
22884110,8871,1,01-04-2024 11:55
99009574,8871,2,01-04-2024 11:57
92817490,8871,3,01-04-2024 12:02
30537744,8871,0,01-04-2024 12:08
46041053,8871,2,01-04-2024 12:13
88228821,8871,3,01-04-2024 12:18
55186355,8871,0,01-04-2024 12:23
46396841,8871,1,01-04-2024 12:24
47515830,8871,2,01-04-2024 12:27
19002115,8871,3,01-04-2024 12:32
62927802,7839,1,28-01-2024 20:57
82832789,7839,0,28-01-2024 21:02
20333674,5765,1,17-03-2024 11:57
97072492,5765,2,17-03-2024 11:58
55212481,5765,3,17-03-2024 12:00
42839738,5765,4,17-03-2024 12:01
46128560,5765,0,17-03-2024 12:05
11525238,5765,2,17-03-2024 12:08
66908959,5765,3,17-03-2024 12:13
96681940,5765,0,17-03-2024 12:15
32579962,5765,1,17-03-2024 12:17
89153350,5765,2,17-03-2024 12:19
85145595,5765,3,17-03-2024 12:22
28182663,5765,4,17-03-2024 12:23
48915546,5754,0,07-01-2024 10:11
38444120,5754,0,07-01-2024 10:19
58105823,3769,1,02-02-2024 13:21
93760021,3769,2,02-02-2024 13:24
92190208,3769,3,02-02-2024 13:27
22028270,3769,0,02-02-2024 13:32
51422779,3769,2,02-02-2024 13:36
97380290,3769,3,02-02-2024 13:40
62693140,3769,4,02-02-2024 13:42
27879171,3769,5,02-02-2024 13:44
54857286,9792,1,08-04-2024 13:02
84704767,9792,2,08-04-2024 13:03
32936646,9792,3,08-04-2024 13:05
37757811,9792,4,08-04-2024 13:08
10085415,9792,0,08-04-2024 13:10
61395787,9792,2,08-04-2024 13:15
98360492,9792,3,08-04-2024 13:19
12449436,9792,0,08-04-2024 13:21
25363276,9792,1,08-04-2024 13:26
29821006,9792,2,08-04-2024 13:28
66297534,9792,3,08-04-2024 13:33
69963516,9792,4,08-04-2024 13:34
73757787,9792,5,08-04-2024 13:38
43488709,2954,1,21-03-2024 10:03
20409949,2954,2,21-03-2024 10:08
82380348,2954,3,21-03-2024 10:09
24067090,2954,4,21-03-2024 10:12
25133641,2954,0,21-03-2024 10:15
27372500,2954,2,21-03-2024 10:18
69345818,2954,3,21-03-2024 10:19
93434244,2954,0,21-03-2024 10:20
43756388,2954,1,21-03-2024 10:22
22134517,2954,2,21-03-2024 10:25
11704896,2954,3,21-03-2024 10:30
55165336,2954,4,21-03-2024 10:31
18886738,9740,1,17-02-2024 11:13
27612231,9740,2,17-02-2024 11:16
40176750,9740,3,17-02-2024 11:19
45781543,9740,0,17-02-2024 11:24
77667180,9740,2,17-02-2024 11:29
88606411,9740,3,17-02-2024 11:34
95681570,3734,1,07-02-2024 17:14
93043098,3734,2,07-02-2024 17:16
61138475,3734,3,07-02-2024 17:19
40971610,3734,0,07-02-2024 17:24
95087774,3734,2,07-02-2024 17:28
74677978,3734,3,07-02-2024 17:31
13998628,3734,4,07-02-2024 17:34
55480247,3734,5,07-02-2024 17:36
30542300,8242,1,03-03-2024 10:21
44108245,8242,2,03-03-2024 10:25
36895181,8242,3,03-03-2024 10:30
18311514,8242,0,03-03-2024 10:31
86102828,8242,2,03-03-2024 10:34
36945671,8242,3,03-03-2024 10:38
62116632,8242,4,03-03-2024 10:40
93832119,6693,1,17-01-2024 15:53
92932635,6693,2,17-01-2024 15:55
86975801,6693,0,17-01-2024 16:02
91178338,6693,2,17-01-2024 16:03
29359027,6693,0,17-01-2024 16:09
56662115,6693,1,17-01-2024 16:12
72013508,6693,2,17-01-2024 16:13
84914401,6772,1,13-01-2024 12:57
84601262,6772,0,13-01-2024 13:06
94267664,5697,1,31-03-2024 17:08
16121958,5697,2,31-03-2024 17:09
27264215,5697,3,31-03-2024 17:13
43463883,5697,4,31-03-2024 17:14
77056453,5697,0,31-03-2024 17:16
65476784,5697,2,31-03-2024 17:20
92768849,5697,3,31-03-2024 17:23
30546160,5697,0,31-03-2024 17:27
70914142,5697,1,31-03-2024 17:28
83631482,5697,2,31-03-2024 17:33
78398772,5697,3,31-03-2024 17:34
17055971,5697,4,31-03-2024 17:35
67326641,1158,1,24-01-2024 12:47
32951778,1158,2,24-01-2024 12:50
14535708,1158,3,24-01-2024 12:52
64823452,1158,0,24-01-2024 12:53
31073302,1158,2,24-01-2024 12:57
93798831,1158,3,24-01-2024 13:01
83529602,1158,4,24-01-2024 13:06
45461377,4351,0,18-03-2024 19:16
10252408,4467,1,26-02-2024 13:50
96028633,4467,2,26-02-2024 13:54
34253371,4467,3,26-02-2024 13:59
53707612,4467,0,26-02-2024 14:04
88141421,4467,2,26-02-2024 14:05
88326149,4467,3,26-02-2024 14:06
32265774,9337,0,27-01-2024 10:36
89311379,9337,0,27-01-2024 10:46
52674202,1076,1,23-01-2024 16:32
77683416,1076,2,23-01-2024 16:36
66996363,1076,0,23-01-2024 16:39
83951634,1076,2,23-01-2024 16:43
67236939,6615,1,09-03-2024 15:47
51676926,6615,2,09-03-2024 15:49
74711775,6615,0,09-03-2024 15:57
60819770,6615,2,09-03-2024 16:00
85843452,6615,0,09-03-2024 16:03
89171414,6615,1,09-03-2024 16:05
70125229,6615,2,09-03-2024 16:10
59109129,9850,1,06-03-2024 20:20
37575920,9850,0,06-03-2024 20:27
29108025,8942,1,27-01-2024 16:25
32844480,8942,2,27-01-2024 16:30
41027418,8942,0,27-01-2024 16:43
56479491,8942,2,27-01-2024 16:48
88697687,8942,0,27-01-2024 16:54
11819961,8942,1,27-01-2024 16:55
96970044,8942,2,27-01-2024 16:56
41158256,5531,0,29-02-2024 20:16
75599693,5531,0,29-02-2024 20:26
40835684,3466,1,25-02-2024 14:37
42753216,3466,2,25-02-2024 14:41
89017712,3466,3,25-02-2024 14:42
52254692,3466,0,25-02-2024 14:45
20872632,3466,2,25-02-2024 14:49
68534894,3466,3,25-02-2024 14:51
14235911,4708,0,18-01-2024 14:57
81803307,4708,0,18-01-2024 15:04
12222579,8492,1,05-02-2024 13:29
14958711,8492,0,05-02-2024 13:38
24073856,8492,0,05-02-2024 13:49
60762195,8492,1,05-02-2024 13:51
83848255,3727,1,11-03-2024 16:57
31576878,3727,2,11-03-2024 17:02
53110956,3727,3,11-03-2024 17:07
12801350,3727,0,11-03-2024 17:10
56766335,3727,2,11-03-2024 17:14
39928717,3727,3,11-03-2024 17:18
79816133,3727,4,11-03-2024 17:20
43492765,4200,1,29-03-2024 18:42
34877636,4200,2,29-03-2024 18:47
55360907,4200,3,29-03-2024 18:48
19175077,4200,0,29-03-2024 18:49
19599324,4200,2,29-03-2024 18:52
35392139,4200,3,29-03-2024 18:57
63323448,6546,1,29-02-2024 17:09
82495722,6546,0,29-02-2024 17:22
87903079,6546,0,29-02-2024 17:31
43654735,6546,1,29-02-2024 17:32
31687189,7626,1,13-03-2024 17:38
76892555,7626,2,13-03-2024 17:40
19617297,7626,3,13-03-2024 17:45
49132842,7626,4,13-03-2024 17:50
43089573,7626,0,13-03-2024 17:54
10052830,7626,2,13-03-2024 17:55
48416590,7626,3,13-03-2024 17:58
92222085,7626,0,13-03-2024 17:59
17328897,7626,1,13-03-2024 18:01
22579021,7626,2,13-03-2024 18:04
39569823,7626,3,13-03-2024 18:06
33181289,7626,4,13-03-2024 18:11
87118751,2776,1,29-03-2024 12:56
82916729,2776,0,29-03-2024 13:07
28824414,2776,0,29-03-2024 13:18
17516942,2776,1,29-03-2024 13:22
73476576,1867,1,21-01-2024 16:55
45739239,1867,2,21-01-2024 16:57
76132168,1867,3,21-01-2024 16:58
97913881,1867,0,21-01-2024 17:07
42564262,1867,2,21-01-2024 17:09
94139728,1867,3,21-01-2024 17:12
96911365,1867,0,21-01-2024 17:16
82379983,1867,1,21-01-2024 17:17
42777299,1867,2,21-01-2024 17:19
95030475,1867,3,21-01-2024 17:20
23884875,6932,1,31-01-2024 13:23
38013782,6932,2,31-01-2024 13:27
14880088,6932,0,31-01-2024 13:33
34876483,6932,2,31-01-2024 13:38
71611738,3941,1,07-01-2024 15:08
12435122,3941,2,07-01-2024 15:12
83952792,3941,3,07-01-2024 15:14
69410811,3941,0,07-01-2024 15:19
13966643,3941,2,07-01-2024 15:23
38174739,3941,3,07-01-2024 15:24
76702373,3941,4,07-01-2024 15:28
49183508,3941,5,07-01-2024 15:29
99504918,8351,0,08-01-2024 18:24
75580881,8351,0,08-01-2024 18:37
43855142,9283,0,02-03-2024 16:39
13570396,5410,1,31-03-2024 10:44
49486041,5410,2,31-03-2024 10:48
82220950,5410,0,31-03-2024 10:50
90947063,5410,2,31-03-2024 10:51
57363246,9662,0,16-02-2024 11:29
52569347,7808,0,09-04-2024 20:09
47316978,7808,0,09-04-2024 20:16
47416371,5000,1,19-03-2024 21:29
98295518,5000,2,19-03-2024 21:32
94403338,5000,3,19-03-2024 21:35
25520026,5000,0,19-03-2024 21:40
21905837,5000,2,19-03-2024 21:43
46177155,5000,3,19-03-2024 21:46
37961113,5000,0,19-03-2024 21:49
21099155,5000,1,19-03-2024 21:52
37499670,5000,2,19-03-2024 21:53
40098822,5000,3,19-03-2024 21:56
96562369,9581,1,22-03-2024 17:32
33750302,9581,2,22-03-2024 17:35
92948173,9581,3,22-03-2024 17:36
54278568,9581,4,22-03-2024 17:39
23503171,9581,0,22-03-2024 17:41
12681859,9581,2,22-03-2024 17:44
20145126,9581,3,22-03-2024 17:47
92623405,9581,0,22-03-2024 17:52
61433806,9581,1,22-03-2024 17:55
47495681,9581,2,22-03-2024 17:58
66163266,9581,3,22-03-2024 18:02
33384296,9581,4,22-03-2024 18:03
31203019,9581,5,22-03-2024 18:07
62222103,1499,0,26-03-2024 11:29
32848749,1499,0,26-03-2024 11:37
95850279,3025,1,07-01-2024 17:02
69307306,3025,2,07-01-2024 17:05
86334657,3025,3,07-01-2024 17:07
98159007,3025,0,07-01-2024 17:09
11581422,3025,2,07-01-2024 17:11
46752310,3025,3,07-01-2024 17:13
52554298,3025,4,07-01-2024 17:16
35547290,4889,1,06-02-2024 21:05
39834665,4889,2,06-02-2024 21:07
27545259,4889,3,06-02-2024 21:10
40955734,4889,0,06-02-2024 21:13
96037721,4889,2,06-02-2024 21:14
53082230,4889,3,06-02-2024 21:16
96233206,4889,4,06-02-2024 21:19
73463966,4889,5,06-02-2024 21:23
87999614,8996,0,28-01-2024 18:28
47349421,8996,0,28-01-2024 18:39
22485485,2775,1,10-04-2024 10:07
63846333,2775,2,10-04-2024 10:08
13525166,2775,0,10-04-2024 10:14
83912075,2775,2,10-04-2024 10:16
46653061,2775,0,10-04-2024 10:22
60916521,2775,1,10-04-2024 10:26
49430447,2775,2,10-04-2024 10:29
34271610,2238,1,22-03-2024 12:15
40769803,2238,0,22-03-2024 12:29
49059128,2238,0,22-03-2024 12:39
87075884,2238,1,22-03-2024 12:40
14495657,8181,1,18-02-2024 16:25
95959215,8181,2,18-02-2024 16:27
25951877,8181,3,18-02-2024 16:31
45518387,8181,0,18-02-2024 16:40
47021862,8181,2,18-02-2024 16:43
16508719,8181,3,18-02-2024 16:45
73044444,8181,0,18-02-2024 16:46
67316895,8181,1,18-02-2024 16:51
59205740,8181,2,18-02-2024 16:56
98250606,8181,3,18-02-2024 17:00
33333338,9651,0,08-02-2024 15:29
67860593,7823,1,24-02-2024 19:41
43317745,7823,0,24-02-2024 19:46
75577486,2864,1,06-03-2024 10:52
99230751,2864,2,06-03-2024 10:54
93375882,2864,3,06-03-2024 10:57
19525879,2864,4,06-03-2024 11:01
78056110,2864,0,06-03-2024 11:06
31071700,2864,2,06-03-2024 11:08
77950025,2864,3,06-03-2024 11:12
14286287,2864,0,06-03-2024 11:15
16460252,2864,1,06-03-2024 11:16
91227303,2864,2,06-03-2024 11:20
75156422,2864,3,06-03-2024 11:22
33661177,2864,4,06-03-2024 11:25
40735965,2864,5,06-03-2024 11:28
28536808,3666,1,03-04-2024 14:35
31501252,3666,2,03-04-2024 14:37
68097935,3666,3,03-04-2024 14:42
52598383,3666,4,03-04-2024 14:44
42038692,3666,0,03-04-2024 14:47
86667117,3666,2,03-04-2024 14:52
52073196,3666,3,03-04-2024 14:56
73361299,3666,0,03-04-2024 14:58
69881578,3666,1,03-04-2024 15:02
15343420,3666,2,03-04-2024 15:07
43051578,3666,3,03-04-2024 15:12
25745517,3666,4,03-04-2024 15:13
65313361,3838,1,16-02-2024 22:00
52941373,3838,2,16-02-2024 22:01
93978697,3838,3,16-02-2024 22:04
98937270,3838,4,16-02-2024 22:09
91208015,3838,0,16-02-2024 22:11
46669011,3838,2,16-02-2024 22:12
94159673,3838,3,16-02-2024 22:13
87854674,3838,0,16-02-2024 22:14
12358317,3838,1,16-02-2024 22:18
17958613,3838,2,16-02-2024 22:22
38288419,3838,3,16-02-2024 22:23
40611257,3838,4,16-02-2024 22:24
42739117,8674,1,11-01-2024 12:09
38044947,8674,2,11-01-2024 12:12
23572714,8674,3,11-01-2024 12:17
17240938,8674,0,11-01-2024 12:20
96412482,8674,2,11-01-2024 12:23
57818869,8674,3,11-01-2024 12:24
73441840,8674,4,11-01-2024 12:27
99862616,8674,5,11-01-2024 12:31
39771842,2933,1,29-02-2024 15:35
78024222,2933,2,29-02-2024 15:36
11164274,2933,3,29-02-2024 15:39
33115481,2933,0,29-02-2024 15:42
65970021,2933,2,29-02-2024 15:47
18997879,2933,3,29-02-2024 15:50
38508177,2933,4,29-02-2024 15:54
50420077,2465,1,20-01-2024 12:20
79568237,2465,2,20-01-2024 12:24
21514581,2465,3,20-01-2024 12:27
38166620,2465,0,20-01-2024 12:31
91608143,2465,2,20-01-2024 12:33
36596455,2465,3,20-01-2024 12:38
18565090,2465,4,20-01-2024 12:41
81068322,1555,1,16-01-2024 16:13
13628766,1555,2,16-01-2024 16:16
13045113,1555,0,16-01-2024 16:25
77781832,1555,2,16-01-2024 16:28
19306566,1555,0,16-01-2024 16:38
77056069,1555,1,16-01-2024 16:39
72428526,1555,2,16-01-2024 16:43
53675987,4302,1,02-04-2024 12:26
36414847,4302,2,02-04-2024 12:30
18933715,4302,3,02-04-2024 12:35
66133275,4302,0,02-04-2024 12:40
85730705,4302,2,02-04-2024 12:42
46173242,4302,3,02-04-2024 12:47
81591801,4302,0,02-04-2024 12:48
51289798,4302,1,02-04-2024 12:51
31035948,4302,2,02-04-2024 12:54
76254081,4302,3,02-04-2024 12:55
91809454,6443,1,12-02-2024 16:43
45407633,6443,0,12-02-2024 16:53
57106761,6443,0,12-02-2024 17:03
59062185,6443,1,12-02-2024 17:05
40988787,9279,1,02-04-2024 20:01
69185510,9279,2,02-04-2024 20:02
21414251,9279,3,02-04-2024 20:05
37086754,9279,0,02-04-2024 20:08
88730374,9279,2,02-04-2024 20:11
42502184,9279,3,02-04-2024 20:16
28726362,2066,0,30-01-2024 16:26
84051942,6207,1,04-03-2024 17:16
47251391,6207,2,04-03-2024 17:20
53738371,6207,3,04-03-2024 17:24
99149584,6207,0,04-03-2024 17:26
60007597,6207,2,04-03-2024 17:28
55528553,6207,3,04-03-2024 17:31
34838200,2186,0,22-02-2024 15:21
45267496,9936,1,01-03-2024 12:39
48194471,9936,2,01-03-2024 12:40
52227697,9936,3,01-03-2024 12:45
28668625,9936,0,01-03-2024 12:49
12480589,9936,2,01-03-2024 12:50
21372957,9936,3,01-03-2024 12:52
51784886,9936,0,01-03-2024 12:54
87096374,9936,1,01-03-2024 12:57
93802210,9936,2,01-03-2024 13:01
20256616,9936,3,01-03-2024 13:05
46641580,9822,1,24-02-2024 12:04
52048132,9822,2,24-02-2024 12:09
41002620,9822,3,24-02-2024 12:14
51546858,9822,0,24-02-2024 12:18
76067719,9822,2,24-02-2024 12:19
35267872,9822,3,24-02-2024 12:23
15800368,9748,0,04-03-2024 20:00
66467125,5211,1,28-02-2024 16:50
63296132,5211,2,28-02-2024 16:54
30683727,5211,0,28-02-2024 17:02
46139140,5211,2,28-02-2024 17:06
